VIX,COPP,3M_R,US_TRY,BIG_IX,SMALL_IX,SENTI,TEMP,RAIN,OIL,timestep
14.3043726031,82.5253477408,0.0605348535472,0.201746015537,109.534358569,118.529493791,62.238283464,33.772247434,0.800281466989,69.6632592243,351
14.3869588103,76.0871830104,0.0610173491935,0.20531600307,110.125264287,119.124757369,63.9971606913,31.4662235734,0.270763492946,68.6824779874,352
14.2174236366,86.4521774697,0.0610843843192,0.213815726706,109.615277511,118.771218949,63.4487365743,25.5914597235,0.599128169841,44.6991798873,353
14.6002685376,81.0921081751,0.0608858480196,0.209309644111,110.132526817,119.550669203,65.0303389578,25.7279472109,0.423597045676,62.7552400102,354
14.7378246197,76.2128870926,0.0612157982866,0.207212892559,109.639179321,119.333448407,63.5150276422,28.6476764924,0.247210975821,65.1848831389,355
14.0578434263,86.0398878459,0.0620080578511,0.207307801181,110.191101625,119.919727646,65.1382733392,32.8515935938,0.0,56.8283886161,356
13.2976447326,83.9118558777,0.0621247028662,0.208578934798,109.778894505,119.729232744,64.3572508746,27.3122526234,0.248032464965,78.7239409048,357
14.6585140343,77.3406225062,0.0616314879458,0.198822469843,109.394216201,119.208463383,63.0438197079,35.0949238632,0.789671579602,76.4562970753,358
14.3485501258,86.8664794729,0.0618832119814,0.194825785454,109.916963054,119.645018115,63.610352245,29.2830078378,0.912011064902,72.6236946255,359
14.0529635536,81.5934857067,0.0619303265502,0.198269976682,110.551239765,120.249140234,61.2515138232,21.3807843443,1.0,103.184150986,360
14.7554636884,76.0160034548,0.0622912575569,0.192040257787,111.153537232,120.947525973,62.3034632451,29.5699757409,0.159922078198,88.8532761085,361
15.2352016178,90.6200962906,0.0627213615781,0.191239140985,111.70209237,121.672130757,63.4570260462,32.8631521459,0.583310819169,80.422436667,362
16.8489602745,82.0203441067,0.0628657166598,0.184789676635,111.284890462,121.376260585,60.7908017933,27.110559008,0.352429022724,95.0381016424,363
15.9228769159,75.2008024762,0.062639861545,0.183851963062,110.858521185,121.080836931,59.7562379066,25.852587418,0.248739177926,99.320049016,364
16.0683729521,84.4723004985,0.0625017929036,0.172594091812,110.458172763,120.674882591,60.350556244,31.0735994319,0.0219590431537,74.9738384385,365
16.1449816167,77.9127044586,0.0626363119113,0.170309755997,109.897877511,120.46012047,59.7205414685,17.785406181,0.277671993282,87.0827942516,366
15.7420277342,71.9893012467,0.0626003849127,0.169594380893,109.442549425,119.917146232,60.5003348167,15.1197798624,0.738406936926,89.9685383164,367
14.5737307408,83.5666181802,0.0621087260165,0.168952289901,110.04373075,120.504684706,60.2143130666,26.2523123902,0.299403341599,106.704069497,368
13.9586572329,78.8885380513,0.0628475235187,0.164899770691,110.632012883,121.168149634,61.5324616226,25.0898981861,0.0981182139326,87.3951222281,369
14.3983212437,68.9721006445,0.0629081765243,0.169736444052,110.230437828,120.661853585,60.0721179103,21.6960181875,0.266865310669,82.4824184122,370
14.0194544063,86.1605506421,0.062375634279,0.169138144028,109.821426921,120.078035853,60.3918385585,29.1240840332,0.961366425019,88.930379718,371
14.3544605971,79.5318709728,0.0625877011252,0.166700677322,109.396697453,119.784353619,60.5807943338,22.4853907862,0.786997053808,100.717297359,372
14.8091876506,74.5707590655,0.0620915726154,0.163280780559,108.882644264,119.280184276,59.3853725427,21.846236118,0.794415818326,83.1928585329,373
15.0649602656,88.2767755561,0.0628070398779,0.164028861247,108.374381096,118.769513026,59.6746419574,19.6843890472,0.605841039722,93.8932580986,374
14.9867566255,82.9618456251,0.0634012422947,0.162366355697,108.956655975,119.568649835,59.7149182424,19.1674643444,0.672433607509,74.7251210321,375
14.6063259057,79.3661748312,0.0631768534241,0.160838279792,109.508762229,120.058343348,60.1970402918,24.7646623573,0.568523463537,93.4703576315,376
14.3551864176,90.4496811822,0.0627390511259,0.157461165206,109.022259561,119.544273716,59.6648591719,21.7680634302,1.0,125.462439719,377
14.7613305066,83.7942603807,0.0626085959682,0.149973836511,108.630708112,119.013225381,60.5790686059,35.3493733977,0.56863370538,102.649609629,378
14.641763577,77.7051938485,0.062794837582,0.143046400215,109.230418178,119.733988303,60.5082713055,22.0156527364,0.685021167305,93.5713695927,379
14.1983307984,87.8384040663,0.0628137709951,0.139543410871,108.870605967,119.30858502,58.9366343326,33.0190161991,0.167563979347,99.6706142385,380
14.9426931638,83.6488156457,0.0620736722036,0.135788922505,109.400056668,119.800972978,59.5676796564,24.7589281434,0.0,92.880491956,381
13.5837625984,77.1204110602,0.0624588100378,0.14107213753,110.015990601,120.441552165,59.7983728679,30.3176624486,0.388765225091,93.78260061,382
15.4867866515,86.0922999245,0.0620687056335,0.143583624142,109.61702486,119.938419277,60.685730946,23.5012841238,0.921551135142,115.030563648,383
14.710531026,78.6490046439,0.0617125010733,0.148068256797,109.157048881,119.396711407,60.1467453045,24.6599678477,1.0,109.04918384,384
14.3075697876,70.7307591911,0.0626557512994,0.146553220025,108.753356246,119.000237942,58.9860773608,25.4793330792,0.0945024956657,106.735933878,385
15.4446843835,82.7624855013,0.0623592891246,0.145503159549,109.338345627,119.648320951,59.9070321356,21.4302170353,0.379155632083,87.2278037995,386
14.7155499028,78.4488141514,0.0625784499862,0.148250133311,108.837340043,119.218298824,60.295670599,26.2663153429,0.0129047213774,62.2191434689,387
13.3981953897,73.3513648815,0.0614377731839,0.147529302817,109.294389748,120.052614782,61.3877353666,26.4666747656,0.754975792692,67.8961850816,388
14.2680584278,83.2531829589,0.0620386740432,0.149532859355,108.840450465,119.371017026,61.3580814376,20.0330374523,0.19261812532,63.1343140995,389
14.7564397204,78.2307266666,0.0621927556962,0.150710001306,108.373453606,118.760563773,61.3459739113,24.5908386584,0.0,56.3967171196,390
14.7370185994,71.3766921688,0.0625175589895,0.148293716051,108.908679333,119.379172363,62.2350782195,26.8478034207,0.584093648571,40.9105301724,391
15.664078814,83.4460618417,0.063057132994,0.147060468816,108.505106906,118.943435232,60.1774229035,31.1224076518,0.0,52.114313525,392
23.8278098364,79.5907025612,0.0631086984437,0.15011132118,108.106563544,118.549335763,59.3299369839,26.3516295837,0.599160031106,36.8025303209,393
22.2497629972,72.6335783748,0.0633861170356,0.152243455847,108.684492614,119.005952062,59.6284567897,32.4980411474,0.395871969916,45.8072115225,394
21.3029963674,80.6512182697,0.0636836386853,0.145824564908,108.253220458,118.67170122,60.1654651397,25.5660013637,1.0,46.8213702263,395
20.0987946193,76.8319688077,0.0638174736367,0.148463929421,107.755959644,118.164591779,58.4988737926,30.9856255912,0.0,53.3430899574,396
18.2166433416,72.2184642336,0.0636997925331,0.138747817151,107.36500463,117.667374028,58.8782815059,31.4641397981,0.202079290742,72.5686688306,397
17.2452534164,83.5361636335,0.0636603282359,0.141121171155,107.938366423,118.232933589,59.6097193994,19.9784172048,0.254998748376,75.4847301367,398
16.6972002003,79.5477987791,0.0634171557359,0.154638318182,108.430423393,118.712356491,60.2849301356,25.4653883489,1.0,83.1598603316,399
16.5770097207,72.0548483337,0.0631924586067,0.155529403425,108.914617549,119.462487548,60.6887865999,36.8359355493,0.373572542808,55.0395699571,400
15.196894811,87.8691064805,0.0637744534969,0.158322590672,108.553291475,119.207904948,62.8545100079,28.2888266286,0.82487200447,84.8628814451,401
15.0267927179,78.2002625288,0.0641626647872,0.160764034191,108.044131909,118.666514585,62.5288674481,30.1290168411,0.183796537706,66.0617861296,402
13.7940027322,70.8941219729,0.0640725596227,0.157459869194,107.584208076,118.435461792,63.015375974,32.2418387916,0.357272706858,76.1840006997,403
14.2524369447,84.2128519753,0.064275055324,0.156740155514,108.136510546,119.014498534,63.7801999796,25.6316965988,0.0,73.9136175885,404
15.7123252694,78.4154410832,0.063283230354,0.167126303707,108.671394278,119.540685551,62.612009613,36.2000915728,0.250097841328,72.2622144739,405
14.3363196292,74.2514857308,0.0635269386797,0.168387770981,108.255130313,119.034445808,62.2759234209,36.2171178873,1.0,52.6399358386,406
16.0873390794,85.8120202509,0.0633815203791,0.167454435777,107.803758152,118.637358421,61.1802631897,26.0753449636,0.4822083644,57.3591413888,407
16.5506178685,80.9513772244,0.0639979094053,0.165422330305,107.310754974,117.927902513,59.4220288212,28.4317795481,0.846106412547,63.0767747301,408
16.1813111849,74.5949472638,0.0646712496654,0.155513993933,106.915158028,117.461722078,59.9630671675,31.3922697737,0.0,58.5662984324,409
16.1889121745,82.5750110324,0.0647154101496,0.159127614109,106.387199284,117.446281696,59.9714450944,29.256006282,0.0,80.3207969967,410
16.4054482195,77.7996074826,0.0645922588251,0.165481326017,105.859245527,117.168554889,60.3541804578,33.9301181032,0.492085001821,71.6457738662,411
16.3898177195,71.5329707135,0.0649191746974,0.156728608971,105.385578084,116.854744274,61.2227130705,38.5042344986,0.0,75.1150123981,412
15.3499099745,83.3129256532,0.0661600084092,0.155246269748,104.871972649,116.32451974,59.4451680266,36.6660363248,0.136468866777,76.9278382948,413
16.1110456238,78.0920081414,0.0657756339907,0.153581839977,105.403809882,116.892984129,60.3108864412,32.1604016409,0.7056966292,78.5818500225,414
16.1839586136,71.9528770464,0.0662903210339,0.154754783141,105.876979428,117.704817688,59.2365402633,31.6520105951,0.739389319023,45.3917540729,415
15.0631383252,82.0288327475,0.0655975048282,0.155055325299,105.531045676,117.187158185,59.773712689,34.4801795788,0.340991890871,47.9533432658,416
13.6022600418,77.0447754779,0.0662916805712,0.15138782925,106.066273952,117.886223002,60.6196916748,27.8627811857,0.787059715999,46.8977755208,417
14.4034419245,71.6810845125,0.0667060252586,0.157582797873,106.572615168,118.383756635,59.2326560156,40.0335331282,0.831280318323,72.9808173532,418
13.8162017899,83.5952470365,0.0661737103326,0.158041134126,107.145032405,118.90152249,59.8906520288,36.1867578987,0.750652439579,58.9397559006,419
15.0185130628,79.8723788845,0.0674013546867,0.158061239296,106.708805904,118.269761265,60.3602266783,40.5252115704,1.0,75.5770592384,420
15.6628023794,74.3609140437,0.0671211367413,0.154156440065,107.238002852,118.741418807,59.8888824943,46.3020276552,0.0,63.0887179394,421
14.3049315712,86.0057989937,0.0689951540547,0.145367204902,107.790409715,119.14693988,59.9110905846,37.6870539686,0.179479682648,74.2813923997,422
14.2002100951,79.8443340165,0.0693058038148,0.139996685007,107.283596054,118.890653025,60.201288455,42.740924388,0.0,81.40636331,423
14.2053824091,74.5595544684,0.0692975252796,0.134308248562,106.840634374,118.43815461,61.6589280096,45.7975438782,0.768431777916,76.2950491714,424
15.5362961989,88.2115223092,0.0683209894481,0.140921357016,106.372623881,117.944572434,60.8632518456,43.7938113032,0.488832018623,54.1045020645,425
14.77404869,82.9111903194,0.0682203529818,0.137876600306,105.854808521,117.483479002,59.6909602191,47.8284587246,0.0,37.9671251374,426
14.6571078515,74.5214432281,0.068614651964,0.135362961574,106.361657295,117.995186813,59.8131192395,32.4431623855,0.020665362016,41.9493457165,427
14.699017635,87.2978684679,0.0684818993292,0.131763317027,106.922054015,118.447222189,60.7588546483,42.3886613007,0.0,53.2119028656,428
15.0876689523,82.5750251187,0.0681520230211,0.134829648504,107.393150874,118.934167084,61.1549174526,49.0477598458,0.921135668126,55.9083561314,429
14.7788051689,76.7399014967,0.0681540773242,0.139235315841,106.95500204,118.526095909,61.0484109377,36.3424392049,0.434083182547,55.7125165278,430
14.2911362554,86.9693146463,0.0681193782074,0.137695112759,106.537501939,118.111578774,61.9077659911,45.7599393089,0.832940443799,64.5405913998,431
13.9943968615,82.9415239986,0.0684374990768,0.138149668621,107.148933287,118.661981333,62.655591726,49.0705475066,0.568329254692,63.8203089592,432
14.8248161111,77.3923769367,0.068514695574,0.144959547585,107.658831695,119.326606473,61.9517832658,45.5946186769,0.69859834133,64.5706425744,433
14.1721235304,87.4598686351,0.0683154421838,0.142493836223,108.152796821,119.770488629,62.6686360542,51.6194768707,0.737846709001,64.2810763305,434
14.0555254951,83.0374684081,0.0680918184424,0.135564710736,108.709571067,120.141367908,62.2458815504,47.9740488109,0.598019503171,54.6009784899,435
14.2723457332,77.9282702309,0.0683815130101,0.131406485996,108.303488158,119.815072355,61.8323569202,49.5488619332,0.159588626605,69.4665359482,436
15.0183784639,90.8124020768,0.0680072896978,0.133616040716,108.850895021,120.187002366,62.0748578287,38.0246494294,0.904015371685,70.7268199159,437
14.9132305386,85.8688348354,0.0683288622681,0.13892823164,108.422056888,119.894559237,61.537578193,53.8598852594,0.0,73.2398665639,438
14.6396792576,81.307861419,0.0673573222063,0.147646959217,109.01870495,120.636847154,61.4193645312,47.9074831964,0.316892518102,77.6605776384,439
14.5336207946,90.3439842386,0.0672574952253,0.145097961967,108.501413406,120.29335067,61.9174648967,44.3426881684,0.644476193672,93.4572360373,440
15.2736581204,87.2637173119,0.066825103193,0.147382179899,108.121460238,120.19695106,59.4410077195,53.2202091147,0.290097112905,96.0745784255,441
14.5732970978,80.9027783472,0.0669349109158,0.155390969675,107.70474635,119.530558012,59.6067535565,48.1429401934,0.318424845999,91.7898305136,442
14.7099397832,87.6043780886,0.0679706294482,0.158059909354,108.262261423,120.109527596,59.7254495283,49.3272973907,0.0,40.4678444046,443
15.2273730632,82.1082544206,0.0673999315442,0.153064453988,108.843141745,121.082151849,60.0800703417,58.8806566182,0.103560113989,32.2247919573,444
14.5503886596,93.5202839182,0.0670995129857,0.152180451494,108.441158461,120.661251025,59.2678101295,46.1551137591,0.962163259553,32.7016932477,445
14.7066607563,88.3740639632,0.0661584943854,0.144840590159,107.909130217,120.112257831,59.4028040142,65.1250568721,0.861112783402,40.9140190718,446
15.7895318618,80.8102062731,0.0663950110007,0.138795401221,107.429452251,119.789868325,59.4767361937,59.5171485136,0.751691488963,50.2566983472,447
15.4329740106,92.1820947018,0.0666754289474,0.134483718452,107.909983677,120.442319972,60.1294734258,58.0553781334,0.0,47.6700403134,448
16.2827279552,88.1600168399,0.0670521543072,0.140901060348,107.436643762,119.809218076,59.8053194874,55.7249041791,0.31699512877,43.3238914005,449
16.4299871024,81.3110016299,0.0672411365501,0.142267645682,106.960769695,119.124820472,60.2310016371,59.892818441,0.846760670245,40.8282650372,450
15.5776713582,87.9144532366,0.0678809511072,0.145719722517,106.47190741,118.617974216,62.1469195351,57.9572810869,0.50083360996,45.1307953443,451
14.8265158929,82.7407603774,0.068581939129,0.145815147459,106.961119413,119.35884919,61.8068711249,60.4524369753,0.0,51.5335351867,452
15.5760683316,95.1440000106,0.0683022101111,0.151782857192,107.415064071,120.031203893,61.1756710907,59.2585156139,0.0,40.9508203253,453
14.9401699053,89.1054512996,0.0677925936146,0.141679778585,108.067628686,120.686669559,61.9414790532,62.8764604916,0.251856795102,50.5304388644,454
15.236615613,80.8855594482,0.0675182270851,0.139195679654,107.639419597,120.304909963,63.2057347451,61.020189702,0.719209096511,46.4454298363,455
15.5777730746,87.6995560487,0.0683475832068,0.137910341262,107.172970187,119.935192901,62.8568626995,57.5868335092,0.970247147841,45.0056000427,456
15.9417358526,83.0584154719,0.0674018332181,0.133360507634,107.739949461,120.501337307,65.265969526,63.6486117151,0.925477374729,49.9288179905,457
15.0246656582,77.0667001157,0.0668784343313,0.136989955066,108.327139719,121.060231378,65.6730966307,60.4199911689,0.551342145045,68.1435258142,458
14.703616648,92.4208296348,0.067080923896,0.136280849848,107.857811568,120.47158294,65.120863928,61.7549624363,0.583373065497,61.4594209837,459
14.4320294069,86.1232249356,0.0674968709638,0.12929858271,107.425271202,119.983616665,63.6801029677,58.5520542968,0.767117580288,26.4742595699,460
13.045573439,79.4317417464,0.0671484236129,0.131700520013,107.895979011,120.55661127,65.0848663637,55.3252187212,0.0125102178799,45.0603792103,461
13.8832015839,86.7981188741,0.067763107605,0.139467276416,108.372460848,121.162701089,65.3419435184,62.593015612,0.680465050493,36.880446404,462
14.1288473912,80.9849138239,0.0682261930138,0.140518011811,107.940637869,120.856834458,64.6663228418,62.024632549,0.2257926935,42.3039808922,463
14.7566959418,75.1869855007,0.0687366265272,0.140239602404,107.514041237,120.363135242,64.7720831261,73.37163455,0.179672864373,34.4628329652,464
15.193062367,87.5436882691,0.0687269055122,0.142688695077,108.016190141,120.789828985,64.0449420682,63.7519058777,0.703770300811,36.7104769554,465
14.1055669916,81.1988247442,0.0688101295554,0.144151711555,108.522429202,121.475220599,63.8719950059,66.5379282855,0.382477754883,44.6176560534,466
13.4025730163,75.2430232361,0.0689795436134,0.138681807745,109.015404706,122.149394065,64.1745561758,61.0273165151,0.212791733015,44.4381755702,467
13.9421142779,86.6949246694,0.0685392194511,0.146738281589,108.501323419,121.879988172,62.5160858677,69.9294781219,0.0,49.5948140293,468
13.0387786271,81.530444115,0.0681681337376,0.151593117399,108.04398955,121.594849403,63.4714079033,67.1005585995,0.0356648689386,40.4389735465,469
14.136128929,73.7197762912,0.0679757569798,0.141506934681,107.643675647,121.232952779,62.2850510395,69.2795874662,0.176877847649,56.5217889611,470
14.9774812514,93.7535277344,0.0683917538524,0.142158914344,108.297913496,121.866699804,62.9223643959,70.8686948163,0.107416557836,57.3184791409,471
13.9866266525,88.4950457984,0.0682670239429,0.142062962406,107.809001501,121.563598144,64.1556255679,58.2237176511,0.160741448207,60.462519731,472
13.2391770352,82.4034967142,0.0694451062708,0.134302083393,107.341051998,120.933296713,65.2375653173,65.7015334059,0.218278941047,58.9530150816,473
13.4819084804,88.6026589197,0.0697255225126,0.13691167237,106.887511973,120.519219964,65.0001380064,60.9564987011,0.512647275995,53.8737267845,474
13.198169386,81.6131998625,0.0694787738183,0.139004013501,107.444361917,121.101663497,66.4425848501,61.9744639696,0.966623742666,65.1901548235,475
13.8899439145,90.1761144441,0.069640381617,0.133781621423,106.999214735,120.476245001,65.2115627423,66.893978495,0.0,46.2791391053,476
14.4065084725,85.0864034054,0.0694959630234,0.130189679966,107.604550791,120.980359385,66.7216064325,72.1113555804,0.00578946971685,39.0144438891,477
14.7673996351,77.565893078,0.0692934336878,0.129891513239,107.159406209,120.504241856,67.4246441868,69.769823545,0.0,49.6677814608,478
14.2828881325,82.0401657436,0.0695118276186,0.128596878998,107.713910762,121.070366161,67.5858560573,81.2006797499,0.687980171419,23.6016775803,479
13.8718177586,77.5370169136,0.0693924690309,0.12317604651,107.18629482,120.542868226,65.977870218,65.1433810911,0.163830803942,34.1121460392,480
13.4266009597,82.4348301222,0.0686561218669,0.114957633899,107.696820216,121.025957329,66.7621391292,71.5659260278,0.0,47.7723117765,481
14.6659094646,78.8181587066,0.0685196131589,0.110187554014,108.205387288,121.416259157,67.1009423892,76.7218801806,0.0,59.8077215543,482
13.9619310025,87.7781734388,0.0692668073854,0.111414709865,108.694142737,121.826863282,67.7404717576,71.969644814,0.436067306731,53.5157102266,483
14.2861419652,80.752614123,0.0691102264872,0.118689427976,109.190656033,122.531722058,68.855673406,70.8287308091,0.0,63.3060749254,484
15.6364819664,73.844480744,0.069364800092,0.118043813713,109.736166671,123.385810238,69.2421471005,72.0862757987,0.576379558982,86.7446580429,485
14.4978031874,84.7275079197,0.0697667011763,0.12207978039,109.303784737,122.977744645,68.4240347295,75.8114556187,0.0479874055321,74.0972550487,486
22.9602097645,80.4066975293,0.0694509701579,0.118936451074,108.906004329,122.633158161,67.3074942892,74.23368042,0.474924977306,86.5587102582,487
21.8169394091,76.2243617906,0.069877314859,0.119681725894,108.355695565,122.346980552,66.9452350914,67.5958355006,0.0,62.043444824,488
20.186627825,84.8231260107,0.0706067553018,0.120312109956,108.891646448,123.112315242,68.0872938853,68.2105353112,0.328279883492,70.8934105484,489
18.3426178126,80.5249566427,0.0704268467982,0.114657553518,109.472992558,123.704935192,69.131230079,72.5108032749,0.0861337907339,62.2013219871,490
17.5004248431,75.7861437348,0.0708462106171,0.120748418235,110.058287474,124.140834204,70.3079255702,87.2163320724,0.0837040535241,58.2243781584,491
17.3477094325,86.4169013793,0.0712034431166,0.130640670844,109.614679475,123.734692412,70.5540545218,68.4333696102,0.0,61.0549925066,492
16.27346038,82.6003062367,0.0710926577172,0.131146055958,109.043386834,123.254104792,70.0510470568,79.4395428882,0.335490794243,60.2049277349,493
24.0200442372,75.9703826809,0.0712162750982,0.127038936263,108.597563081,122.616345959,71.0754909912,82.1395092903,0.272673017723,60.5614029906,494
22.5721220108,85.1580401312,0.071912162617,0.120390044476,108.113623421,122.25651151,69.0537825373,66.8120440608,0.511538875628,46.4278198769,495
21.4082885388,80.3630262152,0.0714408412955,0.125939898993,108.662581037,122.86248525,69.6547305629,72.9786786762,0.0,52.6428358397,496
20.3935739545,76.2283893324,0.0713247351108,0.131730302913,109.309076175,123.142888472,69.015444861,65.5854646981,0.207256803722,67.8170105739,497
19.6792505458,84.8543928523,0.0711358267498,0.134946815057,109.906544242,123.687742929,69.5805064327,61.1055391273,0.0317570557389,65.6235260804,498
18.8585995661,80.2075105426,0.071330723868,0.139866222774,110.515176537,124.17860439,71.3089851347,74.3106488075,0.150016378966,51.6661562258,499
16.9373222609,73.4768574549,0.0719242473731,0.146247041021,111.064976396,124.82346875,69.9662120318,83.4306644143,0.0,47.6253691616,500
16.8720970629,83.0376644259,0.0723196696829,0.144186398373,110.629611561,124.593795154,67.7948939849,75.1630382961,1.0,40.5395128713,501
16.795805957,77.0146582134,0.0722351801022,0.148632731594,110.160775596,123.767145395,67.265702696,77.4575761396,0.0,40.618833358,502
16.2852896231,71.9992813047,0.0728219169459,0.147555855996,109.761906488,123.177317507,67.1908984994,83.771996884,0.0,45.3129251396,503
15.181393959,84.7617608452,0.0734260902489,0.149406446903,110.337675842,123.595563032,67.9554769995,73.1506055284,0.121229378324,38.9276649645,504
14.6256809184,81.4846881428,0.0743272244282,0.14850540297,110.830113879,124.313997036,67.9503205927,77.3222611019,0.775705921747,42.0245637903,505
14.6349269126,76.1932088123,0.0748243182228,0.148547909236,111.414384183,124.901306267,67.7361321666,81.0485268733,0.0,41.2895007398,506
14.8653868586,80.4186354292,0.0752262380604,0.150572023713,111.857077397,125.367001137,67.3727346748,75.0970898834,0.532718552571,38.3115203895,507
15.8482039914,74.8077438452,0.0754859148586,0.152543464217,112.429657226,126.060277682,67.7603028639,81.1299448499,0.0,48.1675396408,508
15.9160028712,84.6913709563,0.0752146442257,0.161651947225,112.063403011,125.454963811,67.0912997802,76.776680736,0.369111879939,45.5842049756,509
14.8660316056,80.444670826,0.0759104269529,0.170938573716,112.642476275,126.023151793,66.6644668815,62.1725658622,1.0,76.4301213595,510
15.2046106011,74.0956074665,0.0757924737929,0.180190973958,113.096858448,126.487181214,66.7945071548,69.1818127567,0.153027280413,54.9729975305,511
16.1406015306,84.445229174,0.0756758962256,0.187696556173,113.576298449,127.086014865,67.1636125831,75.8051995607,0.0,58.0987902837,512
16.8388469283,80.441440232,0.0759421542169,0.191586543956,114.108843951,127.398722593,68.2435499626,73.3957758696,0.0,50.7554761518,513
15.3615650029,74.3887256172,0.0757548679682,0.188161326196,113.662029242,126.937261463,67.0647649622,73.1104082982,0.0965525910959,46.7572792164,514
15.5700727822,85.496132825,0.0758767843416,0.18662815101,113.154289749,126.597478532,66.1831692038,69.7216576406,0.0,52.9913287827,515
16.3369609863,80.4014153479,0.0763532829526,0.183632777932,113.687035154,127.165623652,66.6707055673,72.9046883219,0.191040057876,74.4728460442,516
16.7277398304,75.3422457232,0.0772765355987,0.178869796023,114.212759328,127.838939579,67.6415679025,70.5110411492,0.343371017846,84.253572159,517
16.4577070571,85.2404228474,0.0773218394255,0.179758783967,113.725835293,127.141850332,68.2519019164,76.6944898594,0.694894520411,91.4450014824,518
16.9683737848,80.1667878125,0.0766320822555,0.184053437368,113.318217301,126.646314818,66.794499647,67.0875687733,0.646285053499,86.4697047721,519
16.4782065097,74.3925846722,0.0772389914923,0.184670889227,112.859364767,126.287169937,66.3756255405,68.8635966109,0.0942872277234,55.8613721799,520
24.4183712714,82.9887559335,0.0778226189227,0.182970651655,113.37625497,127.056455447,67.8271054523,72.0806303977,0.202161077033,52.140515789,521
22.9337648349,76.8258717284,0.0784080611318,0.186902379443,113.992277571,127.69711828,68.3632270379,69.2311796921,0.605399334307,62.2124046217,522
21.1846379946,70.2964439906,0.0779208445032,0.181574887558,114.566150877,128.162659862,68.1180386211,66.265682654,0.0,59.2389400248,523
19.284135993,85.4164097423,0.077454584804,0.179300116656,115.243807079,128.640200118,68.5920961078,67.3267176233,0.0654838117194,62.5757816855,524
16.5237623854,81.1134328515,0.0778893027745,0.185806006434,115.821598847,129.264124233,69.1495043833,66.8717330263,0.641101816665,63.6048225247,525
16.9655012096,73.1640388269,0.0782325408692,0.18279991713,115.370445532,128.954578827,68.8402552601,73.2661692443,0.433540544083,54.0920453373,526
16.6179851859,85.5686454768,0.0786782330154,0.183331149092,114.883203656,128.780173991,66.0348780124,78.9429562738,0.206661753087,54.6629852928,527
15.7448395563,81.6486540279,0.0781733362096,0.188798074845,114.362924441,128.418294506,65.355867035,73.4300126548,0.609144975212,64.4988234186,528
16.0544065831,78.0269801007,0.0779271077274,0.191628242065,113.931104508,127.972592696,66.2701327733,66.982024764,0.411140494153,59.5125729411,529
15.9956740346,86.7525147493,0.0779691331754,0.197614897378,114.493971991,128.726029341,65.6705662009,73.0151589192,0.560828627263,56.4020223542,530
15.7800849168,80.3961018502,0.0778053190534,0.195785390852,115.050442092,129.497210893,67.1171584513,69.5994724495,0.218515851655,44.6957887177,531
15.0477578819,75.144378363,0.0781120596775,0.199940439168,114.535281671,128.975612467,65.0894045276,72.4655689771,0.0,44.80946424,532
14.2818521176,83.1812119098,0.0782549763837,0.202689768004,115.148491063,129.687793532,66.634712938,72.409100342,0.623683482419,50.7240424877,533
15.624868545,78.003439712,0.0785574207671,0.200072017558,114.767533403,129.27195927,66.692013249,72.9440185383,0.0,55.9831341652,534
16.396007056,70.8076049755,0.077939186901,0.206263187301,114.349283925,128.801978388,67.0052377501,58.3639016663,0.399157214706,48.59573521,535
15.1325334679,86.6920301466,0.078290028027,0.209889941044,113.827907753,128.570130353,67.6235017003,73.7990847338,0.0,70.2731659907,536
16.358006367,81.1628393524,0.077693667009,0.206061218862,113.330720624,128.231890528,65.6381824304,67.3898599819,0.527981343959,85.0818299371,537
15.1821569897,75.869334855,0.0785417103907,0.196010528457,113.87785765,129.039120286,63.2018955342,71.3909020791,0.445664115585,63.7966784387,538
15.3393698248,85.3056079791,0.0785460274622,0.192561429134,114.4212944,129.775700351,64.7818797828,63.7003193973,0.229466201434,54.8773029397,539
14.760545651,80.6712038499,0.078632918308,0.192864938022,115.011209583,130.437581257,64.2138142614,70.8685270752,0.202244709077,57.2308237146,540
15.3399197205,74.0836218685,0.0785710795041,0.198548044952,115.602567251,131.176783235,63.7632845376,62.8952879252,0.737027443314,48.3782815805,541
14.9138737104,86.0883885803,0.078791069152,0.197505529329,116.167013091,131.595834355,64.0315521599,63.9943153236,0.0,73.3296689042,542
14.027419917,81.8501386405,0.0788992152351,0.195971507691,115.764683791,131.127103489,62.0488122725,67.6951825064,0.805910311617,89.9878756951,543
13.9640680662,76.5021111694,0.0798855749255,0.190350512647,116.417470745,131.618632157,64.584616105,63.7622529129,1.0,108.003161105,544
13.8339973597,87.42619408,0.078441743204,0.195920807183,115.9161925,131.218271664,63.0597232665,74.7713179515,0.0,95.7434663735,545
13.9639007533,82.4192868693,0.0776662029949,0.19950569685,116.50243804,131.969947357,62.566423005,65.8920199018,0.0,120.242207602,546
14.5782753328,75.5033358466,0.0774124139944,0.204186054569,117.051704584,132.499808361,63.0378696169,61.0477935445,0.395686100731,109.430923096,547
15.9462304759,88.5235715594,0.077842734978,0.207139519776,116.648470591,131.947478125,62.615453525,66.1827780342,0.649338794501,122.608907041,548
15.0001333186,82.4383377773,0.0782155823672,0.209383153815,117.246036219,132.494365402,63.9504101232,55.0669252274,0.732730233161,151.343861196,549
14.0889696458,75.9532607481,0.0782301467876,0.211698420911,116.759325675,131.761077433,64.4404000865,55.5975217416,0.0,159.480754284,550
